0 qid:3847 1:0.18181818181818182 2:0.18181818181818182 3:0.004132231404958678 4:1 5:0.022727272727272728 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #iv_btkVUhZY
0 qid:1999 1:0.2857142857142857 2:0.2857142857142857 3:0.006802721088435373 4:1 5:0.023809523809523808 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #64v3vwRxf_U
0 qid:4348 1:0.0975609756097561 2:0.0975609756097561 3:0.00010816072684008437 4:1 5:0.0011086474501108647 6:0 7:0 8:0 9:0.0 10:6.90783860884 11:0.09090909090909091 #B1hxSbk8dYI
0 qid:5 1:0.07317073170731707 2:0.07317073170731707 3:1.2307944778354428e-05 4:1 5:0.00016820857863751053 6:0 7:0 8:0 9:0.0 10:5.99154787697 11:0.034482758620689655 #B1hxSbk8dYI
0 qid:5222 1:0.07317073170731707 2:0.07317073170731707 3:0.0001189767995240928 4:1 5:0.0016260162601626018 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #B1hxSbk8dYI
0 qid:1509 1:0.07317073170731707 2:0.07317073170731707 3:3.198301062475613e-06 4:1 5:4.371011452050005e-05 6:0 7:0 8:0 9:0.0 10:4.84945047636 11:0.010752688172043012 #B1hxSbk8dYI
0 qid:1869 1:0.07317073170731707 2:0.07317073170731707 3:1.3942593694229625e-05 4:1 5:0.00019054878048780488 6:0 7:0 8:0 9:0.0 10:5.89623769716 11:0.03125 #B1hxSbk8dYI
0 qid:3305 1:0.04878048780487805 2:0.04878048780487805 3:7.436049970255802e-06 4:1 5:0.00015243902439024393 6:0 7:0 8:0 9:0.0 10:6.34822282091 11:0.05 #B1hxSbk8dYI
0 qid:33900 1:0.04878048780487805 2:0.04878048780487805 3:6.609822195782933e-05 4:1 5:0.0013550135501355014 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #B1hxSbk8dYI
0 qid:1870 1:0.04878048780487805 2:0.04878048780487805 3:1.3074373574076132e-05 4:1 5:0.0002680246582685607 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #B1hxSbk8dYI
0 qid:1788 1:0.04878048780487805 2:0.04878048780487805 3:7.93178663493952e-06 4:1 5:0.00016260162601626016 6:0 7:0 8:0 9:0.0 10:6.62015653639 11:0.06666666666666667 #B1hxSbk8dYI
0 qid:219 1:0.13043478260869565 2:0.13043478260869565 3:0.00011119759813188034 4:1 5:0.0008525149190110826 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #U9lvoJ0UlBk
0 qid:5068 1:0.13043478260869565 2:0.13043478260869565 3:0.0007088846880907372 4:1 5:0.005434782608695652 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #U9lvoJ0UlBk
0 qid:1130 1:0.2857142857142857 2:0.2857142857142857 3:0.004081632653061224 4:1 5:0.014285714285714285 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #-ozX03x_N5c
0 qid:12000 1:0.07142857142857142 2:0.07142857142857142 3:9.811616954474098e-05 4:1 5:0.0013736263736263737 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #YOFrnYY0YzM
0 qid:480 1:0.07142857142857142 2:0.07142857142857142 3:3.543083900226757e-05 4:1 5:0.000496031746031746 6:0 7:0 8:0 9:0.0 10:6.17386943376 11:0.041666666666666664 #YOFrnYY0YzM
0 qid:326 1:0.07142857142857142 2:0.07142857142857142 3:8.503401360544217e-05 4:1 5:0.0011904761904761906 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #YOFrnYY0YzM
0 qid:4299 1:0.07142857142857142 2:0.07142857142857142 3:3.356605800214823e-05 4:1 5:0.00046992481203007516 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #YOFrnYY0YzM
0 qid:857 1:0.07142857142857142 2:0.07142857142857142 3:2.6573129251700676e-05 4:1 5:0.0003720238095238095 6:0 7:0 8:0 9:0.0 10:6.55953191458 11:0.0625 #YOFrnYY0YzM
1 qid:414 1:0.92 2:0.92 3:0.0007076923076923078 4:1 5:0.0007692307692307693 6:2 7:2.495003006861588 8:2 9:2.495003006861588 10:6.09690839263 11:0.038461538461538464 #vlc5C9pCogs
0 qid:1976 1:0.12 2:0.12 3:0.0002285714285714285 4:1 5:0.0019047619047619048 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #vlc5C9pCogs
0 qid:1280 1:0.08 2:0.08 3:3.516483516483517e-05 4:1 5:0.0004395604395604396 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #vlc5C9pCogs
0 qid:2950 1:0.08 2:0.08 3:1.1636363636363637e-05 4:1 5:0.00014545454545454546 6:0 7:0 8:0 9:0.0 10:5.3673935679 11:0.01818181818181818 #vlc5C9pCogs
0 qid:9783 1:0.08 2:0.08 3:0.00016 4:1 5:0.002 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #vlc5C9pCogs
0 qid:410 1:0.08 2:0.08 3:0.0002666666666666667 4:1 5:0.003333333333333333 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #vlc5C9pCogs
1 qid:58725 1:0.2857142857142857 2:0.2857142857142857 3:0.01020408163265306 4:1 5:0.03571428571428571 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #uQRJ2Ezz1Bo
1 qid:1470 1:0.9230769230769231 2:0.9230769230769231 3:0.0007100591715976332 4:1 5:0.0007692307692307693 6:2 7:2.495003006861588 8:2 9:2.495003006861588 10:5.46091962591 11:0.02 #AYcbU79w8Vw
0 qid:8225 1:0.15384615384615385 2:0.15384615384615385 3:3.314935441632274e-05 4:1 5:0.00021547080370609782 6:0 7:0 8:0 9:0.0 10:4.60525351585 11:0.008403361344537815 #AYcbU79w8Vw
0 qid:3427 1:0.15384615384615385 2:0.15384615384615385 3:8.453085376162301e-05 4:1 5:0.0005494505494505496 6:0 7:0 8:0 9:0.0 10:6.02544942864 11:0.03571428571428571 #AYcbU79w8Vw
0 qid:1373 1:0.15384615384615385 2:0.15384615384615385 3:0.0009861932938856016 4:1 5:0.00641025641025641 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #AYcbU79w8Vw
1 qid:444 1:0.47058823529411764 2:0.47058823529411764 3:0.000922722029988466 4:1 5:0.00196078431372549 6:1 7:1.1561628282901595 8:1 9:1.1561628282901595 10:6.62015653639 11:0.06666666666666667 #I5qbgCqn5Xo
1 qid:8253 1:0.47058823529411764 2:0.47058823529411764 3:0.0005427776646990976 4:1 5:0.0011534025374855825 6:1 7:1.3388401785714283 8:1 9:1.3388401785714283 10:6.50237350074 11:0.058823529411764705 #I5qbgCqn5Xo
0 qid:1470 1:0.35 2:0.35 3:0.000175 4:1 5:0.0005 6:0 7:0 8:0 9:0.0 10:5.46091962591 11:0.02 #H-26Ahbp2L8
0 qid:850 1:0.1 2:0.1 3:8.771929824561403e-05 4:1 5:0.0008771929824561403 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #H-26Ahbp2L8
0 qid:3303 1:0.1 2:0.1 3:8.333333333333334e-05 4:1 5:0.0008333333333333334 6:0 7:0 8:0 9:0.0 10:6.34822282091 11:0.05 #sd9ObHiz0-M
0 qid:4961 1:0.06666666666666667 2:0.06666666666666667 3:1.7636684303350965e-05 4:1 5:0.0002645502645502645 6:0 7:0 8:0 9:0.0 10:5.63154514294 11:0.023809523809523808 #sd9ObHiz0-M
0 qid:10607 1:0.06666666666666667 2:0.06666666666666667 3:8.888888888888889e-05 4:1 5:0.0013333333333333335 6:0 7:0 8:0 9:0.0 10:7.6009857894 11:0.2 #sd9ObHiz0-M
0 qid:2768 1:0.06666666666666667 2:0.06666666666666667 3:1.111111111111111e-05 4:1 5:0.00016666666666666666 6:0 7:0 8:0 9:0.0 10:5.46091962591 11:0.02 #sd9ObHiz0-M
0 qid:4632 1:0.06666666666666667 2:0.06666666666666667 3:0.00018518518518518518 4:1 5:0.0027777777777777775 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #sd9ObHiz0-M
0 qid:6909 1:0.05555555555555555 2:0.05555555555555555 3:1.4838556505223173e-05 4:1 5:0.0002670940170940171 6:0 7:0 8:0 9:0.0 10:6.09690839263 11:0.038461538461538464 #91aGo0tq69A
0 qid:5139 1:0.05555555555555555 2:0.05555555555555555 3:1.978474200696423e-05 4:1 5:0.00035612535612535614 6:0 7:0 8:0 9:0.0 10:6.09690839263 11:0.038461538461538464 #91aGo0tq69A
0 qid:2451 1:0.05555555555555555 2:0.05555555555555555 3:9.645061728395062e-06 4:1 5:0.00017361111111111112 6:0 7:0 8:0 9:0.0 10:5.89623769716 11:0.03125 #91aGo0tq69A
0 qid:4661 1:0.05555555555555555 2:0.05555555555555555 3:6.430041152263374e-05 4:1 5:0.0011574074074074073 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #91aGo0tq69A
0 qid:8179 1:0.4 2:0.4 3:0.0033333333333333335 4:1 5:0.008333333333333333 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #TC6YRGFjylM
0 qid:1224 1:0.2 2:0.2 3:0.00038461538461538467 4:1 5:0.0019230769230769232 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #TC6YRGFjylM
0 qid:1811 1:0.2 2:0.2 3:0.001666666666666667 4:1 5:0.008333333333333333 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #TC6YRGFjylM
0 qid:1812 1:0.2 2:0.2 3:0.0022222222222222222 4:1 5:0.01111111111111111 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #TC6YRGFjylM
0 qid:1818 1:0.2 2:0.2 3:0.0020000000000000005 4:1 5:0.010000000000000002 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #TC6YRGFjylM
0 qid:8195 1:0.4117647058823529 2:0.4117647058823529 3:0.0006210629047999289 4:1 5:0.0015082956259426848 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #vYSQrykpD0I
0 qid:31313 1:0.4117647058823529 2:0.4117647058823529 3:0.0017301038062283735 4:1 5:0.004201680672268907 6:0 7:0 8:0 9:0.0 10:7.31330371695 11:0.14285714285714285 #vYSQrykpD0I
1 qid:34918 1:0.11764705882352941 2:0.11764705882352941 3:0.0006920415224913496 4:1 5:0.0058823529411764705 6:1 7:1.3388401785714283 8:1 9:1.3388401785714283 10:8.29413296996 11:0.5 #vYSQrykpD0I
0 qid:33288 1:0.11764705882352941 2:0.11764705882352941 3:0.0004943153732081067 4:1 5:0.004201680672268907 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #vYSQrykpD0I
0 qid:52595 1:0.11764705882352941 2:0.11764705882352941 3:0.00043252595155709344 4:1 5:0.003676470588235294 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #vYSQrykpD0I
1 qid:38741 1:0.11764705882352941 2:0.11764705882352941 3:0.0008650519031141869 4:1 5:0.007352941176470588 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #vYSQrykpD0I
0 qid:1398 1:0.11764705882352941 2:0.11764705882352941 3:6.78472080873872e-05 4:1 5:0.0005767012687427913 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #vYSQrykpD0I
0 qid:6180 1:0.03896103896103896 2:0.03896103896103896 3:1.4055208860403666e-05 4:1 5:0.00036075036075036075 6:0 7:0 8:0 9:0.0 10:6.44830627947 11:0.05555555555555555 #SAY--bCC7Sw
0 qid:295 1:0.03896103896103896 2:0.03896103896103896 3:4.818928752138399e-06 4:1 5:0.00012368583797155226 6:0 7:0 8:0 9:0.0 10:5.80922632018 11:0.02857142857142857 #SAY--bCC7Sw
0 qid:7690 1:0.03896103896103896 2:0.03896103896103896 3:1.68662506324844e-05 4:1 5:0.0004329004329004329 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #SAY--bCC7Sw
0 qid:4469 1:0.03896103896103896 2:0.03896103896103896 3:2.9079742469800687e-06 4:1 5:7.463800567248844e-05 6:0 7:0 8:0 9:0.0 10:5.99154787697 11:0.034482758620689655 #SAY--bCC7Sw
0 qid:4893 1:0.03896103896103896 2:0.03896103896103896 3:4.2165626581210996e-05 4:1 5:0.0010822510822510823 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #SAY--bCC7Sw
0 qid:2913 1:0.025974025974025976 2:0.025974025974025976 3:1.7298718597419899e-06 4:1 5:6.66000666000666e-05 6:0 7:0 8:0 9:0.0 10:6.62015653639 11:0.06666666666666667 #SAY--bCC7Sw
0 qid:3747 1:0.025974025974025976 2:0.025974025974025976 3:8.031547920230666e-06 4:1 5:0.0003092145949288806 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #SAY--bCC7Sw
0 qid:128868 1:0.025974025974025976 2:0.025974025974025976 3:1.874027848053822e-05 4:1 5:0.0007215007215007215 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #SAY--bCC7Sw
0 qid:29541 1:0.025974025974025976 2:0.025974025974025976 3:3.12337974675637e-06 4:1 5:0.00012025012025012024 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #SAY--bCC7Sw
0 qid:16493 1:0.025974025974025976 2:0.025974025974025976 3:5.110985040146788e-06 4:1 5:0.00019677292404565134 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #SAY--bCC7Sw
0 qid:766 1:0.025974025974025976 2:0.025974025974025976 3:3.6507036001048485e-07 4:1 5:1.4055208860403666e-05 6:0 7:0 8:0 9:0.0 10:5.18805263924 11:0.015151515151515152 #SAY--bCC7Sw
0 qid:1139 1:0.025974025974025976 2:0.025974025974025976 3:5.034701681338628e-07 4:1 5:1.9383601473153714e-05 6:0 7:0 8:0 9:0.0 10:5.17323755346 11:0.014925373134328358 #SAY--bCC7Sw
0 qid:1694 1:0.025974025974025976 2:0.025974025974025976 3:1.8332881122265654e-06 4:1 5:7.058159232072276e-05 6:0 7:0 8:0 9:0.0 10:6.21469142828 11:0.043478260869565216 #SAY--bCC7Sw
0 qid:8624 1:0.2222222222222222 2:0.2222222222222222 3:0.0030864197530864196 4:1 5:0.013888888888888888 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #JtOc2N66a1I
1 qid:1233 1:0.2222222222222222 2:0.2222222222222222 3:0.0013717421124828531 4:1 5:0.006172839506172839 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #JtOc2N66a1I
0 qid:36 1:0.2222222222222222 2:0.2222222222222222 3:0.00010973936899862824 4:1 5:0.0004938271604938271 6:0 7:0 8:0 9:0.0 10:5.06201191835 11:0.013333333333333334 #JtOc2N66a1I
0 qid:12893 1:0.2222222222222222 2:0.2222222222222222 3:0.0024691358024691358 4:1 5:0.011111111111111112 6:0 7:0 8:0 9:0.0 10:8.29413296996 11:0.5 #JtOc2N66a1I
0 qid:4181 1:0.28368794326241137 2:0.28368794326241137 3:1.6491567449274003e-05 4:1 5:5.8132775258690854e-05 6:0 7:0 8:0 9:0.0 10:5.26561087359 11:0.01639344262295082 #09nfWtQh5x8
0 qid:959 1:0.2695035460992908 2:0.2695035460992908 3:1.1177617937841265e-05 4:1 5:4.1474845506200484e-05 6:0 7:0 8:0 9:0.0 10:5.33230224809 11:0.017543859649122806 #09nfWtQh5x8
0 qid:2720 1:0.20567375886524822 2:0.20567375886524822 3:8.894385005416374e-06 4:1 5:4.324511330219685e-05 6:0 7:0 8:0 9:0.0 10:5.65507564035 11:0.024390243902439025 #09nfWtQh5x8
0 qid:8225 1:0.11347517730496454 2:0.11347517730496454 3:1.352585700041296e-06 4:1 5:1.1919661481613922e-05 6:0 7:0 8:0 9:0.0 10:4.60525351585 11:0.008403361344537815 #09nfWtQh5x8
0 qid:421 1:0.05673758865248227 2:0.05673758865248227 3:4.421914788596545e-06 4:1 5:7.793624814901411e-05 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #09nfWtQh5x8
0 qid:874 1:0.05673758865248227 2:0.05673758865248227 3:1.0645350416991682e-06 4:1 5:1.876243010994784e-05 6:0 7:0 8:0 9:0.0 10:5.23386217527 11:0.015873015873015872 #09nfWtQh5x8
0 qid:7462 1:0.04964539007092199 2:0.04964539007092199 3:2.3164142436973674e-06 4:1 5:4.6659201194475544e-05 6:0 7:0 8:0 9:0.0 10:6.39701298508 11:0.05263157894736842 #09nfWtQh5x8
0 qid:13520 1:0.04964539007092199 2:0.04964539007092199 3:4.346851420271603e-06 4:1 5:8.755800717975658e-05 6:0 7:0 8:0 9:0.0 10:7.09016016564 11:0.1111111111111111 #09nfWtQh5x8
0 qid:873 1:0.0425531914893617 2:0.0425531914893617 3:5.917562437680671e-07 4:1 5:1.3906271728549575e-05 6:0 7:0 8:0 9:0.0 10:5.44150154005 11:0.0196078431372549 #09nfWtQh5x8
0 qid:2442 1:0.03546099290780142 2:0.03546099290780142 3:1.4881444000084527e-06 4:1 5:4.1965672080238374e-05 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #09nfWtQh5x8
0 qid:1850 1:0.03546099290780142 2:0.03546099290780142 3:7.621103139437227e-07 4:1 5:2.149151085321298e-05 6:0 7:0 8:0 9:0.0 10:5.95875805415 11:0.03333333333333333 #09nfWtQh5x8
0 qid:8260 1:0.03546099290780142 2:0.03546099290780142 3:1.2328255078501396e-06 4:1 5:3.476567932137394e-05 6:0 7:0 8:0 9:0.0 10:6.50237350074 11:0.058823529411764705 #09nfWtQh5x8
0 qid:23617 1:0.028368794326241134 2:0.028368794326241134 3:3.3532853813523796e-06 4:1 5:0.00011820330969267139 6:0 7:0 8:0 9:0.0 10:7.7833073462 11:0.25 #09nfWtQh5x8
0 qid:852 1:0.028368794326241134 2:0.028368794326241134 3:3.3421448983578536e-07 4:1 5:1.1781060766711434e-05 6:0 7:0 8:0 9:0.0 10:5.60855562471 11:0.023255813953488372 #09nfWtQh5x8
0 qid:1157 1:0.02127659574468085 2:0.02127659574468085 3:1.1625411568633058e-07 4:1 5:5.463943437257537e-06 6:0 7:0 8:0 9:0.0 10:5.29840069641 11:0.01694915254237288 #09nfWtQh5x8
0 qid:12936 1:0.02127659574468085 2:0.02127659574468085 3:5.98800960955782e-07 4:1 5:2.814364516492176e-05 6:0 7:0 8:0 9:0.0 10:6.82779590117 11:0.08333333333333333 #09nfWtQh5x8
0 qid:5396 1:0.02127659574468085 2:0.02127659574468085 3:1.3236652821127814e-06 4:1 5:6.221226825930073e-05 6:0 7:0 8:0 9:0.0 10:7.44683510958 11:0.16666666666666666 #09nfWtQh5x8
0 qid:25018 1:0.02127659574468085 2:0.02127659574468085 3:2.514964036014285e-06 4:1 5:0.0001182033096926714 6:0 7:0 8:0 9:0.0 10:8.00645089751 11:0.3333333333333333 #09nfWtQh5x8
0 qid:1854 1:0.02127659574468085 2:0.02127659574468085 3:4.4910072071683655e-07 4:1 5:2.110773387369132e-05 6:0 7:0 8:0 9:0.0 10:6.30170280527 11:0.047619047619047616 #09nfWtQh5x8
0 qid:4292 1:0.02127659574468085 2:0.02127659574468085 3:6.827956658862312e-07 4:1 5:3.209139629665287e-05 6:0 7:0 8:0 9:0.0 10:6.75368792902 11:0.07692307692307693 #09nfWtQh5x8
0 qid:1509 1:0.02127659574468085 2:0.02127659574468085 3:9.014208014388119e-08 4:1 5:4.236677766762416e-06 6:0 7:0 8:0 9:0.0 10:4.84945047636 11:0.010752688172043012 #09nfWtQh5x8
